Text,Label
"Pas_la789 + ""l'Etat marocain envoie de l'aide"" pour faire semblant, amadouer et calmer les Marocains énervés, ça s'appelle de la manipulation et poudre aux yeux, et ce tout en reconnaissant l'Etat d'Israël ? 🤡 (qui est une nécessité au Nouvel Ordre Mondial luciférien lis la lettre du franc maçon Albert Pike à Mussolini)",Bullying
"@maghrebantinwo Algérie est super corrompu. Avec vos généraux qui dirige le pays, meskine pendant des années vous avez laissé un zombie qui ne marche pas, mange pas sans aide, sourd et muet juste pour décorer 😂😂😂 la majorité des enfants de dirigeants algériens sont millionnaires en France avec l argent de l’Algérie, en attendant vos routes sont éclatées aucune aide aux personnes handicapées ou aux vieux même les familles solos galères donc où est l’argent ???? D merci le pays ira de mieux en mieux grâce au gaz qui remplace celui de la Russie car la Russie est boycotté ou refuse d’envoyer son gaz donc l’Algérie pourra gagner donc j’espère que l’argent n’ira pas dans les poches des mauvaises personnes.",None
Tu n'as pas l'air de comprendre que la page ne défend AUCUN DIRIGEANT et AUCUN ETAT contrairement à toi le chauviniste qui défend l'État marocain et son roi franc-maçon. Le post concerne le MAROC pas l'ALGERIE donc ne dévie pas le sujet le 3ayyachi.,Bullying
"@maghrebantinwo je ne dévie pas c’est toi qui ouvres ta bouché sur la corruption alors que le pays le plus corrompu c’est l’Algerie, tellement corrompu que pour vous enfermer (ceux qui vivent en Algérie) le tourisme est interdit, internet censuré et autres. Au Maroc y a pas tt ça. Au Maroc on est libre ❤️❤️❤️",None
@maghrebantinwo si j’ai bien compris tkt juste ici ça ne dénonce pas ça mytho sur le Maroc !!!,None
un clown de première classe comme tous les 3eyyacha. La page ne soutient aucun État petit lèche-bottes. Le post concerne l'État marocain ne dévie pas le sujet sur l'État algérien yal 3eyyachi. Au fait en Algérie il n'y a pas de petits garçons qui se prostituent dans la rue comme à Marrakech 🤡 ni des Saoudiens qui viennent foutre le bordel et se taper des putes dans les bars. Donc si tu veux rentrer dans le jeu des comparaisons on peut aller loin vait mieux que tu fermes ton clapet 🤫,Hate Speech
Pas_la789 si si on dénonce et dit la vérité ici et ça dérange les lécheurs de fesses comme toi. En bon petit golem que tu es 🐕‍🦺,Bullying
Vous qui faisiez un classement en plaçant LFI « parti le plus féministe » durant l’élection Présidentielle… 🤣 bref mieux vaut en rire !,Bullying
@bucciu ca prouve bien qu on ne peut faire confiance à aucun homme surtout,None
@bucciu leur programme était le plus Féministe. Que du vent,Bullying
@osez_le_feminisme on le sait depuis leur création que LFI n’est que du vent. Du blabla révolutionnaire pour électeurs en colère. Du « faites ce que je dis mais pas ce que je fais »… les ficelles sont les plus grosses de tous les partis politiques français confondus… vous aviez mieux a faire pendant l’élection que de leur accorder du crédit 😞,None
"@minfii @minfii oh, il y a certainement des hommes de confiance mais ça n’est pas le sujet. Le sujet ici c’est que LFI sont ceux qui donnent le + de leçon sur le comportement des uns et des autres ou la composition de tel ou tel parti ou gouvernement et qui finalement se retrouve pris la main dans le sac et se cherchent des excuses… voir même font passer l’agresseur pour la victime et l’encensent au point de parler de « dignité et de courage » … 🤮 je ne sais pas s’il faut rire ou pleurer… mais quand on fait des promesse de fermeté envers les autres… il ne faut pas chercher d’excuses aux siens…",None
"@bucciu dans lfi il n'y a pas que des hommes violents ou qui protègent leur bro violents, il y a aussi des femmes qui continuent de lutter, même au sein de leur groupe.",None
"@bucciu Pour quelqu 'un qui dénonce les leçons sur les autres, vous être entrain d'en faire ici un excellent exemple ! #mansplaining",None
@bucciu en attendant la personne qui me donne le plus envie de vomir ici c'est toi,Bullying
@bucciu c'est bien ce que je dis mais juste avec + de mots.,None
"@bucciu je te rassure les autres partis sont pires sur ce sujet. Mais bref on traite des hommes envers les femmes ici, pas besoin de venir faire de la récupération politique ici",None
"Vous êtes un collectif féministe, il est donc normal que vous ne défendiez que l'aspect qui peut faire avance le combat contre les violences conjugales. Cependant il faut ne faut pas aller jusque dans la contre-vérité : vous avez raison de dénoncer le fait qu'il se victimise en ce qui concerne sa femme, mais vous ne pouvez nier le lynchage médiatique dont son couple, sa femme et lui-même, sont victimes puisque les médias sont friands de taper sur la gauche. Pareil pour son traitement judiciaire en comparaison d'autres cas où il n'y a aucune justice.",None
@olivier.hm personne n'a contredit ça donc vous êtes hors sujet. À quoi vous sert ce commentaire si ce n'est déplacer le débat ? De plus être féministe implique d'arrêter de se voiler la face... Donc bon,Hate Speech
@olivier.hm 4 mois avec sursis pour violences ça te semble exagérer ?,None
@deamegane 4 mois pour une gifle ? Tes parents aurait eu perpétuité à ce stade,Bullying
"@beyond_ota pas qu'une gifle ici, les violences sont au pluriel. Et si vous êtes incapable d'élever un enfant sans le gifler, faites une vasectomie",None
@deamegane oui oui on verra comment se porte l’éducation positive de ton enfant toi dans 10 ans. On a tous reçu des coups et ça n’a traumatisé personne donc ne t’inquiète pas pour mon enfant,None
@deamegane enfant roi*,None
@beyond_ota bah vu ton appelle à la violence ça a laissé ses marques. J'ai eu une éducation très sévère sans que mes parents aient forcément besoin d'avoir recours à la violence. Le problème c'est que tu sois incapable d'éduquer et d'avoir la moindre autorité sans être physiquement violent. Ce n'est heureusement pas le cas de tous les parents,None
"@beyond_ota ça été démontré par plusieurs études que appliquer la violence à l'éducation des enfants créé des adultes violents et donc dangereux pour les autres. L'éducation positive ne prévoit pas de créer des infants roi comme aiment dire ceux qui ne comprennent pas grand chose à la pédagogie. Mon enfant aura des règles très strictes, mais jamais j'appliquerai de la violence pour lui faire respecter.",None
@beyond_ota Ah gt plutôt d’accord avec vous jusque là mais nier les traumatismes dus aux coups reçus par les enfants c’est qd même faire preuve d’une sacré mauvais foi 😅,None
On ne peut pas accepter ça ! On ne doit pas ! Ça mérite une révolution ce bordel…,None
@leo__.lef tu participes pas donc tu es d'accord avec eux de faire souffrir la mère et l'enfant j'espère sincèrement que quand tu seras papa tu vivra pas ça,None
@leo__.lef mais donc tu fais quoi sur cette page si c'est pour critiquer celles qui prennent la parole contre tout ça ?,None
"@leo__.lef mais du coup je réitère ma question, tu viens apporter quoi sous ce post ?",None
"@leo__.lef et donc je redemande, qu'estce que tu fais sur cette page ?",None
@leo__.lef cynique et sans intérêt !!,Bullying
"@leo__.lef pas de soucis, nous on ira avec ta maman.",Bullying
"Est-ce que vous venez d'utiliser ""anti-fascisme"" comme une insulte pour les gens qui sont anti vous ? C'est... C'est pas un peu trop sincère comme coming out ?",Bullying
@axelmolina2.0 les antifas luttent contre tout ce qui est un peu plus à gauche que Lénine donc bon…,None
@axelmolina2.0 on assume nous,None
@avrel.nerrat Va te couper les cheveux on dirait une serpillière,Bullying
"@avrel.nerrat oh donc la @cocardelyon assume d'être fasciste ou de sympathiser avec la cause fasciste? Je note, merci !",None
@valou_ontheroad tu vises avec tes commentaires aussi bien que les chasseurs,Bullying
@libre_penseur_leretour_ je sais pas si je dois qualifier de téméraire ou de stupide le fait de choisir l'axe d'attaque de la maturité intellectuelle après que tes copains de lutte se soient traités de serpillière entre eux et aient volontairement assumé le qualificatif de fasciste,None
@axelmolina2.0 fais pas le surpris frr et déjà t'es à l'ENS (strike one),Bullying
@anarchism_or_death pourquoi le fait que je fasse l'ENS est discréditant ?,None
@libre_penseur_leretour_ vous savez qu'on peut être antifasciste tout en étant critique des actions des collectifs se revendiquant antifa ?,None
@pauline_rcd Je veux bien votre définition de votre antifascisme du coup ?,None
@axelmolina2.0 l'antifascisme aujourd'hui n'est qu'un artifice rhétorique utilisé par l'extrême-gauche pour attaquer tout ce qui est à droite de Benoît hamon.,None
"@libre_penseur_leretour_ tu connais le fascisme ? Alors du coup c'est un peu technique mais l'antifascisme c'est le mouvement qui est né en réaction et en opposition au fascisme, et qui prône bah... L'inverse des valeurs fascistes. Je vais pas te faire l'affront de les répéter, je pense que t'as la base. À ceci je vais ajouter la précision que les gens oublient : si le fascisme disparait (et ça vaut pour les courants néofascistes), alors l'antifascisme a plus de raison d'être parce que c'est juste un courant idéologique en réactance à l'autoritarisme de l'extrême droite.",None
@axelmolina2.0 parce que c'est une des pires instances de l'académisme au service de l'académie,None
"@anarchism_or_death d'accord, et donc ?",None
"@pauline_rcd Sauf qu’il n’y a pas des fascismes en France même si les antifas fantasmes dessus. Enfin il y a certains individus se disent neofascistes mais qui ne représentent qu’eux mêmes et une infime minorité de personnes, d’ailleurs la droite n’apprécie pas du tout ces personnes non plus. D’ailleurs, le parti nazi, c’est le parti national-socialiste. Pourtant les antifas font exactement comme les fascistes : je répète faire taire ceux qui ne pensent pareil et même agresser. Ah l’extrême droite, un autre de vos fantasmes. La réelle extrême droite c’est en Ukraine qu’on la retrouve. Et je peux vous dire que je connais très bien cela étant donné qu’une partie de ma famille vient de la bas, elle a fuit les nazis ukrainiens, et aujourd’hui il y en à toujours. Jamais vous ne pourrez justifier la présence d’un vrai fascisme en France donc la présence d’un antifascisme. Vous devriez plutôt lutter contre Macron, donc les centristes, qui sont autoritaires, et il a été prouvé que les centristes tendent vers une sorte de dictature autoritaire.",None
@libre_penseur_leretour_ oh quelle flemme d'être dans ta tête,Bullying
"@libre_penseur_leretour_ Si tu prends les définitions modernes de nombreux mouvements d'extrême droite peuvent être qualifié de fascistes, proto-fascistes ou fascisants. Si tu préfères on peut parler d'autoritarisme d'extrême droite plus généralement. Tant que cette minorité existe, tant que des mecs se font poignardé par des ex-cadres de génération identitaire, tant que le terrorisme d'extrême droite fait des morts chaque année en Europe, tant que des revendications autoritaires d'extrême droite subsistent l'antifascisme aura du sens en France. Et solidarité internationale : courage à ta famille, on s'oppose à toutes les formes que peut prendre le fascisme, et à tout les autoritarisme (libéral capitaliste, pseudo-communiste autoritaire, fasciste, intégriste religieux). À ce titre on lutte activement contre Macron, la bourgeoisie, le libéralisme et l'État policier, t'inquiètes.",None
@axelmolina2.0 c'est juste méprisable,None
@axelmolina2.0 rien 2 grave,None
@anarchism_or_death passe en mp qu'on s'explique,None
@axelmolina2.0 le plus grand fan de la cocarde de retour. Ils peuvent te remercier de brasser l’algorithme comme ça 👌,Bullying
@pauline_rcd Ca tombe bien je le suis,None
"@valou_ontheroad tu devais avoir le soleil dans les yeux en appuyant sur ""Envoyer""",Bullying
