text,label,label2,to be removed,merged_labels
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @_batou_: Si je comprends bien ça implique donc ceci : en payant, vous pouvez désormais invisibiliser un autre compte, le rendre moins v…",,None,,None
Ne rêve que du gros plan sur Messi qui pleure 🇫🇷,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,Bullying,,Bullying
"RT @NFLFrance: 🏈 Les #Skol remontent 33 points pour le gros comeback de l’histoire de la NFL, et remportent la NFC North !
 
 4e défaite cons…",,None,,None
@MonsieurEco @BBouillard @BalletKija @ERationnelle En gros avec une électricité à l'allemande sur son cycle de vie… https://t.co/PWSm1cTrHf,,None,,None
"@freelance_3 Coucou mon adorable Evy , merci beaucoup , ta Nini te souhaite un très beau dimanche à toi aussi , gro… https://t.co/hYH08Cv3vx",,None,,None
Une fois toutes les 3H TA MERE LA PUTE,Insult,Insult,,Insult
Wow de merde les GROS FILS DE PUTES QUI POUCAVE ET SIGNALENT LES AFK AU JOUG D’HIVER MOURREZ,,Insult,,Insult
World of Warcraft ce serait le meilleur jeu du monde si c’était un jeu solo parce que chaque interaction avec d’aut… https://t.co/V8lF6OjbFo,,None,,None
@vikimikitoli Quand tu te fais signaler par des gros fils de pute t’as un debuff au bout de 1m tu dois t’engager da… https://t.co/NJxkjJDc0t,,Hate speech,,Hate speech
RT @diane_lotin: Besoin d'un gros câlin et qu'on me dise que ça va aller 😞😞😞,,None,,None
"RT @Vanneur: Yassine Bounou = meilleur gardien. Il a réussi une parade exceptionnelle même après le match, lorsque l'arbitre a mis sa main…",,None,,None
"RT @LaXaviere: ""Notre Dieu a pris un gros risque: que l’histoire s’interrompe avant de commencer,si la Loi avait été exécutée.Risque magnif…",,None,,None
RT @florencetoneat1: Ne faudrait-il pas suggérer à Céline Quatennens de révéler je ne sais trop quelle violence ou harcèlement ? Le moment…,,Harassment,,Harassment
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
"RT @labooktillaise: Bordel de MERDE
 Elle est incroyable 
 
 Ma belle, j'espère qu'on va te proposer de gros contrats de mannequinat",,None,,None
RT @its_notmyjob_: @LiliMay67513844 Des gros tweets racistes avec 100k likes mais bon le mec a parlé avec des argentins et les a fait part…,,None,,None
"RT @Kmeuh: Gros bravo à @alltheanime_fr pour avoir mis le max de supplément, sans tout ça, ça aurait été un peu compliquer de donner envie…",,None,,None
Gros plan aujourd'hui sur l’aquaculture et d'une nouvelle technique pour tester les oeufs des esturgeons et s’assur… https://t.co/pf4kenx1qB,,None,,None
RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à une femme qui a simplement osé faire valoir son droit à vivre sans…,,Sexual Harassment,,Sexual Harassment
Argentine-France : gros déséquilibre en tribune https://t.co/BzKy18D8Fh,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
@f_philippot Bonjour Mr Philippot oufff...il était temps...a la TV il en parle?merci de me repondre...tres respectueusement gros bisous,,None,,None
"RT @DufourMeiffren: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Saviez-vous qu'en France il y a des français qui souffrent ?
 Et…",,None,,None
"RT @DufourMeiffren: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Saviez-vous qu'en France il y a des français qui souffrent ?
 Et…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @blezzard92: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros probl…,,Hate speech,,Hate speech
"@RMCsport Voilà les médias français des gros trou du c** pour des pu**clic , on a les seuls médias au monde à parle… https://t.co/YhDy8biuvJ",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @SNJPL50: @JacquesColignon @gayets Pour les labos c'est un gros échantillon de cobayes. Et vous croyez qu'ils vont suivre de près tout c…,,Bullying,,Bullying
"RT @fabien_mtp: Malgré un 10e 49.3 du GVT Macron 🏆 
 Nous sommes toujours sans nouvelles de l'opposition. 
 Apparemment, le plus important es…",,None,,None
"RT @AvecQuatennens: 🔴 Adrien Quatennens n'est pas coupable de faits de violences répétées, ni de harcélement.
 
 Il est condamné à 4 mois de…",,None,,None
RT @le_caviar: Mais vous êtes de gros malade? Vraiment j'éprouve une haine profonde contre tous ces gens qui ne veulent pas améliorer la si…,,Hate speech,,Hate speech
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
@PBlanrue C est un putain de collabo ce mec et il est aussi débile que l autre tocard de Thomas Durand où Julien Pain Pain cul cul,,Bullying,,Bullying
Je savais pas qu'on pouvait être conne à ce point.,Insult,Insult,,Insult
"@SenorPetrucci @bob56300 @JulienParrou Idem pour moi. Aucune raison de vendre klarsen. .
 Mais nous sommes deux avec… https://t.co/qSXoV6R4Xd",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
@KadoKero @RakovYohan @BreakingInfosJR @AQuatennens Encore du vide ? C'est une particularité de gros bœuf de votant faut croire.,,None,,None
@LVTatoo7520 @beillesse @RAF97483 @lafeevivianeb @sardine33000 @Whokilledbill3 @Oliv_Lisle @PascalAyba @jcn95290… https://t.co/5NiqKUny7r,None,None,,None
"*lâché. Ces fumiers ont ajouté une fonction éditer mais seulement avec la version payante.
 Je suis conne et pauvre moi, Elon",,Insult,,Insult
"RT @CedricMas: #Ukraine j’ai essayé d’étudier cette vidéo sur le gros.
 (Avec des géolocalisation qui montrent que c’est un survol de l’Est…",,None,,None
"@GdcGina @LCI Sources ?
 
 Adieux la conne, en général c’est là qu’on a plus de nouvelles.",,Insult,,Insult
"@ZappingCovid @LCI Ba si, regardez cette étude de 2018 sur le sujet : https://t.co/GGMpa9TmlN
 
 Vous êtes débile ou quoi ?",,Bullying,,Bullying
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
@va22310147 @Lola01980642 @Krieger66362259 Wouah vous savez parler soit qu avec des gros mots mais peut être vous n… https://t.co/OY34wmbGez,,Insult,,Insult
"RT @labooktillaise: Bordel de MERDE
 Elle est incroyable 
 
 Ma belle, j'espère qu'on va te proposer de gros contrats de mannequinat",,None,,None
@ArnaudJanssens @Panthaa Et des gros ney-ney,,None,,None
@CoIombien J’attend 23h59 gros con,Insult,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @DenisGravouil: Concert des interdits de train : Gare de Lyon à Paris et à Clermont-Ferrand , Lyon … exigeons le droit de voyager avec l…",,None,,None
"RT @FerrariF1FRA: 🔴 THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les côtés et la partie arrière.
 -…",,None,,None
"Salah Hamouri est expulsé en France après des mois de harcèlement judiciaire. 
 
 Constitutant un précédent juridique… https://t.co/FAADfXmEPP",,Harassment,,Harassment
@Pierre_Ka En gros ça veut dire obeissez ou bye bye. Si vous ne vous alignez pas sur nos positions on coupe les viv… https://t.co/cLlBWJOL11,,Bullying,,Bullying
"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de…",,None,,None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
RT @Thierry_PELTIER: Comment je me suis disputée : « Mon beau-père me traite de connasse et de bonne à rien au repas de Noël » https://t.co…,,Sexual Harassment,,Sexual Harassment
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
Comment on peut être prof et debile en même temps https://t.co/evyDI5tmMz,,Insult,,Insult
"@Yiker20 @Meca_FR U're dumb ? Are you?
 Non la vérité pq tu commentes débile 😭",,Bullying,,Bullying
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
"@Luc_Valter Ben oui une gifle est une violence tout comme le harcèlement et autres pressions psychologiques.
 Relati… https://t.co/PMSjDd7Hjx",,None,,None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
@janette52259246 @gerardfiloche Mais quelle bêtise! Et c est lui « le gros malin »?!,,Hate speech,,Hate speech
"RT @EtienneKlein: Par gros temps de brume, les fiers Drus à Chamonix semblent vouloir nous dire quelque chose. Mais quoi ?
 Photo ⁦@BlaiseAg…",,None,,None
Les autorités disent qu’il n’y avait pas les microbes que vous mentez. 🥴,,Hate speech,,Hate speech
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
@ZemmourEric honte a vous bande de gros cou,,Bullying,,Bullying
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"@FlatZombieJuice Ahhh franchement je suis bien content de le savoir eu maintenant elles sont quasi introuvable 😭
 Merci beaucoup gros !",,None,,None
"RT @veritebeaute: 😂😂😂😂😂😂😂😂😂😂😂
 Moi je trouve ça tellement débile que ça me fait rire !…Elle n’a plus un poil sur le caillou et elle change d…",,Denigration,,Denigration
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
Il y’aura un gros goulot d’étranglement en d’année 2022 avec la digitalisation des attestations en Côte-d’Ivoire 🇨🇮… https://t.co/dKMCJIaDAG,,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
@ChallandRomain qui dit « nanas » si ce n’est les gros fils de putes ?,Insult,Denigration,,Denigration
@Lidbdemocra_d Tu es surtout un gros troll!!! 🤣🤣🤣🤣🤣🤣,,Insult,,Insult
"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",,None,,None
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,None,,None
"RT @AvadaPythagore: C'est marrant les footix qui relaient des vidéos d'Argentins pour souligner que ce sont des gros racistes,sans relever…",,Racism,,Racism
"RT @Haut_Rhinois: Voilà pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @Haut_Rhinois: Voilà pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @LCritikeur: Le documentaire ""died suddenly"" (mort soudainement) montre de très gros caillots dans les corps de vaccinés.
 Beaucoup de ""m…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
@lemonde_va Et pourtant ils vont tous reprendre le boulot et avec un gros avantage sans thérapie genique dans le co… https://t.co/RGZsogZ7Q9,,None,,None
"@AmisFrancaisPCC @UPR_Asselineau l'intelligentsia française et même européenne. C'est débile mais c'est ainsi. 
 Je… https://t.co/ndR8qQ4TBB",,Hate speech,,Hate speech
@TrashTalk_fr Un peu débile de jouer 42 min pour un pauvre match de saison régulière juste histoire de noircir une… https://t.co/oafGlMnRHP,,Hate speech,,Hate speech
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,Hate speech,,Hate speech
"RT @_BeFootball: Un gros coup de pression...😭
 
 https://t.co/GLL8Hr3nY9",None,None,,None
RT @1ponitto: THREAD : Les plus gros mensonges de ce réseau https://t.co/UDQHxU0GUi,,Hate speech,,Hate speech
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,Sexual Harassment,,Sexual Harassment
"RT @franceinter: ""Qui a tué Dinah Gonthier, qui est responsable et pourquoi est-elle morte ?""
 François Morel revient sur le suicide de cett…",,None,,None
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,None,,None
"@FranceRMCF @lequipe @le10sport Quand Karim va quitter le Real, tous les rebeus aux photos de manga et Palestine vo… https://t.co/g9nWQAmk0b",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
