text,Label
"@CharlesMauriceT @CommanderTorenn Genre j'aime le gros tas libidineux 😏
Mais je comprends ces sondages nostalgiques.",Sexism
@CharlesMauriceT @Marcel_Citron @Osmanliyim04 @DohJPhilippe @alaindit1 @YannFennec @AlMosahfFRA @Bescherelle Oui je… https://t.co/X6xlEBrZ66,Remove
"@charliezemmour @dr_l_alexandre @moderna_tx Il n'est pas débile, il est complice de génocide !!",None
@charliezemmour Elle est de plus en plus débile cette femelle (je crois qu'il ne faut plus dire homme où femme),Homophobia
@charliezemmour Plus conne que la Sardine …tu meurs 🤣🤣🤣🤣,Bullying
"@Charlinehurel @frog_of_war @CharlotteLFT @LCI Merci Charline. Prenez bien soin de vous… gros bisous, affectueuses… https://t.co/HkobEh2id7",None
"@chataignergreg1 @LHeydelGrillere @DeputesRE @Renaissance @JeunesMacronARA @JeunesMacron Depuis la réforme Macron,… https://t.co/WsUDq8vWye",None
"@chauffelananas @ArnaultRaphael C'est différent. C'est la saisie automatique. Toi, c'est parce que t'es complètement conne.",Bullying
@CheeryCooco Je t’apporte un gros paquet de lotus après 🙌🏽😅,None
@Chehvalry Ya des gens dans la communauté naruto ils sont trop debile,Bullying
"@chelmijean1 @JeanMarcTrappie @Francois_Cherix « Macron, il a rien fait non plus »😂😂😂
Non, rien, il a un peu travai… https://t.co/PH0abx8Q6p",None
@cherchepas____ Ouais 2 ou 3 fois mais je dépasse pas les 500 messages c trop bizarre @elonmusk arrête de faire ça gros,None
"@cherif_ysa Fais gaffe, y’a un gros chat qui te fixe derrière…😂 https://t.co/lYdqq11X0T",None
@ChiaraHarreau Gros bisous mon chaton 🥰🥰,None
"@chibre59 a toi et ton chien un bon dimanche, gros bisous,,, Robbie et Chico. https://t.co/lcugxtwHOi",None
"@chosecachee @haritanceee Toi ferme ta putain de gueule idolatre de Vahid, sale pute",Hate_Speech
@chouettalphabet @shilderi @abomangoli @PascaleMartin24 C’est le but de ce service: la jouissance sexuelle. Un serv… https://t.co/FPlvCUUE28,Sexism
@ChoupissonSec @CorneOrage J'apprécie moyennement l'attitude qui consiste en gros à demander aux féministes de tout… https://t.co/daTGhqyRe2,None
@chris31158092 Coucou ma belle 🥰 Passes un super dimanche Chris gros bisous,None
@christ_yfreetz Un psychologue américain du nom de Ralph waldo Emerson a baptisé cette théorie sous le nom de l'eff… https://t.co/fJbqCt5sPT,None
@christine_kelly @christine_kelly c'est la connasse qui ne voit pas plus loin que le bout de sa prière. Les… https://t.co/iZ1HxU4QV9,Hate_Speech
"@ChrstphSln @MichelPoulain Ah, la nouvelle tendance marketing ! On ne parle plus de marketing stratégique ou d'upst… https://t.co/OARwp0mCoU",None
@CibielMt @MissFrance Le plus gros aigri d'Europe,None
@clafoutiiiiis Avec un gros flash,None
@ClaudeSteve6 Un pays qui considére que la vie de certains migrants vaut plus que celle d'autres migrant et ceci ba… https://t.co/u0Wb9EJQqk,None
"@Clem_Autain Je suis contre le harcèlement judiciaire, médiatique et politique en France et dans le monde.… https://t.co/76L1gNna6p",Bullying
@clem16dums @KateYasmina @Krieger66362259 Bon après avec un peu de bon sens on se doute quand même que c'est débile… https://t.co/TxRFK3RiwU,None
@cleo_fgs en gros c une periode où tout ce qui est électronique va deconner + pbs de communication etc bref c la merde,None
"@CNEWS Oui et les violences envers les français ""blancs"" n'existent pas... Comme d'habitude les blancs sont les gro… https://t.co/UXVAcDZwJz",Racism
"@CNPlayOfficial @BdOeno @LReynetDrawings 
Joyeux Noël bande petite pute
Profitez enfin d'une bonne console 😜",Sexism
@Coburn47 @Prof_de_l_etre ah ouais le bon gros red flag quoi.,None
@ColoFelix1 Bonjour ma Marie comment vas-tu j'espère que tu vas bien ? ❤️💖💖 Je ne m'intéresse plus aux football le… https://t.co/5hmN0GsQSh,None
"@ConfessionsFR bien sûr tu risques gros, ton banquier va te balancer",None
@CORNEVILLE @gaskellmarianne @Sweetiestdreams @FlorenceLepers @AnasataciaS1 @coco30330 @danoo77711… https://t.co/Hry4TOXVIB,Remove
"@CORNEVILLE Belle journée ma chérie 
Gros bisous 😘",None
"@CoskunYash @FlRSTG0D Je sais pas mais j'ai la haine, j'ai le gros tuyau qui sort du radiateur qui fuit gouttes à g… https://t.co/tZgBLHGCMn",None
@coucoujustin @nxamturn aahhh oui dbdjjd jsuis debile jme suis pas relu,None
@couplesava @Yvinio225 t'es officiellement un rebeu bienvenue akhy,Racism
@couplesava @zxysis En gros jlui ai demandé de l'aide pour un projet en 4iem et après elle m'a aidé et depuis on co… https://t.co/b7nqVVDfkx,None
@Cpasmoi_NoNo t'imagine t'es la tu te lèves tout les matin t'a jamais fait baaaah 🤣🤣😹🫵🏼 bouuuh les gros nulosse quoi feur 😹😹😹😹,None
"@Crl_Johnson Je te félicite, en effet, j'ai constaté que les petits marocains avaient un gros complexe vis à vis de… https://t.co/hGD1eLVjLT",None
"@crystele18 Bonjour crystele, bon dimanche à toi aussi et à tes loulous.
Gros bisous ❤️😘",None
"@Ctheoouais des ptn de fétichiste totalement attardé , les gens les plus betes de cette planète",Hate_Speech
@Cyrilhanouna On attend un tas de photos avec tout tes amis de l équipe de France tes freros et surtout ton ami DD… https://t.co/1IynMSPuAI,None
"@d_sopo @PapNdiaye @SOS_Racisme Ce débile a été condamné tant mieux. 
En 94, je me suis fait agresser, attaqué de d… https://t.co/qgggxSrVKl",None
@d_znaaa Elle dis que en gros elle est pas chrétienne parce que elle a lu la bible en gros c'est comme si je te dis… https://t.co/1y1JPmGnYU,None
"@D0fin_ ouais jvois, genre de groupe un peu chiant que t'irai pas voir en gros",None
@Daazyo Gros coeur sur elle elle est adorable !!!,None
@Daisaku12_ C’était pas le plus gros truc mais j’avais bien aimé,None
"@DamienRieu Rien de commun entre une affichette ""Brûlons l'ancien monde "" et des tweets: ""Tu vas brûler en enfer co… https://t.co/oKoWNqV9KZ",Hate_Speech
@DansLaCoupure mddr quand ça a dit neil armstrong il s'est posé sur la Lune c'etait sur la face caché de ton gros front enfoiré,Hate_Speech
@DarrelLkn C’est mort gros jai eu une infos ils vont tout faire pour le faire gagner lstmb cest une D,None
@darren2_ Gros parallèle foireux,None
"@David_Payan2 moi j'ai un gros coup de coeur pour le 5e opus, même si c'est pas le meilleur. Déso, je peux pas m'ex… https://t.co/vca5rROpKo",None
"@davidsar64 Gros poutous, de la capitale du basket français : LIMOGES 😘 https://t.co/oHXcR95qAF",None
@Daykii_ @loaaded1 @clara_blcrd @davidp2605 Quel gros trou du cul toi c incroyable,Hate_Speech
@DCorrecteurs @HinkyMinky @barriere_dr @wargonm 1- faire ses rappels en étant majeur n'a rien à voire avec les pare… https://t.co/xKPxhWs4xR,None
@DDoouww @_BeFootball Harit sa passe mais Gwendoline cette grosse pute qui sert à rien jamais,Hate_Speech
@DebrandoMarlon @lollitajolie06 @CoyoteStarrkzer @yazid_m13 Mais gros tu écris cas soce pour dénigrer les gens ? On… https://t.co/k4zJMyauOG,Bullying
@DelancrayCeline Bonjour Céline ♥️ gros bisous 😘😘☕🥐🍀🌹,None
@DelattreLucille @phphph38 @JC6970OL @Jajounette @AMMONRUSQ @Guillaume_Calao @LAURENCE_CHVL37 @fredomnie… https://t.co/ChEmtujCOr,Remove
@Denis_Baupin @DebatPenly Parce que Flamanville est (sans mauvais jeu de mots) une usine à gaz. En revanche l'argum… https://t.co/WEI1MKPml7,None
@DenisLo84397272 Merci mon ami ❤️ Très belle journée dominicale 😘 Gros bisous https://t.co/Gn0tEj2UWu,None
"@DeriveryLiliane Gros bisous Liliane, j'espère que ça gèle pas trop chez toi, moi ça va, bon dimanche à toi 😘😘😘🎄🎄🎄",None
@DestroyedVaran basiquement Elon Musk c'est un peu l'empereur Shadam 4: un gros bébé capricieux et tellement puissa… https://t.co/8azbsroSbG,None
"@Dextramorphane Pourquoi le rasoir avec les pâtes. 
Puis qui a encore de gros moches bijoux ainsi ?",None
"@Didier_Jouanet @AEFeduc Je vois aussi, gros comme un camion, ce qui est en train de se jouer : pousser le bouchon… https://t.co/fUtU3WK5EK",None
"@didinini7812 Bonjour toute seule 😉
Très bon dimanche à toi aussi gros bisous 😘💖💖",None
"@Dilzian_ Et même, on les défend de bec et d'ongles fort fort , avec les gros mots du dictionnaire 😪",None
@DimMufc Tu t'y connais bien en pvtes...je parie que tu en es un de pute...ainsi que ton père ta mère tes frères et… https://t.co/JLtDEw2aq4,Sexism
"@diploseb Quisqueya paye autant/plus d'impots que BIG Star, Epi d'or ou Cassis (un des plus gros importateur du pay… https://t.co/zbPsmRNxED",None
@DIVIZIO1 Plus c’est gros plus ça passe ...,None
@Djame_ Hahahaha Les tocard dans les réponses ! « Pour montrer qu’elle a tort de dire que c’est misogyne on va mont… https://t.co/l4sZbWQqJF,None
"@Djame_ J'ai écouté les 10 premières secondes = Loyer qu'il paye, où il a ses affaires et dont il est responsable c… https://t.co/Lrn92vWFhx",None
"@Djame_ localisation du mec. Il est traqué H24, non seulement ça s'apparente à de l'harcèlement, c'est dangereux, m… https://t.co/e0PnfcuojK",None
"@DjangoPepito74 Et tout ça financé par des cotisations prélevées à la source, y compris pour ceux qui refuseront, p… https://t.co/yKVH48pWkQ",None
@DjeMze @WillowRpz @lasource75006 Je sais pas si t'es un troll ou un débile mental,Bullying
@DjeMze @WillowRpz @lasource75006 Mais tes un gros zgeg cest pas possible le foot ce joue a 11 il peut très bien su… https://t.co/0k78ezIKUk,Bullying
@DJONATHANE_ @Yonix_SSBU En gros a part riddles tea et d'autre top players Les kaz a mid level sont tous les mêmes,None
@DKongZz @TwinsFifaHD Y’a un gros problème fdp tu vais le mec pour rien redescend vite abruti tu dit que de la merd… https://t.co/Q9ey9dzeWU,Hate_Speech
@DLxnx En tout cas dès que jvois ses tweets je constate que c 100% un gros svceur,Hate_Speech
@DM__700 @MUnitedFR @Plettigoal Lache ça gros vous aimez trop vous plaindre il performe faut le laisser,Bullying
@dn_jaw Apprends l’histoire de l’Argentine tu verrais que c’est pas tout beau concernant les noirs ce sont les plus… https://t.co/24DVPxbrxb,None
@DoFuerte @david_vallat @JLMelenchon Ils ont un gros problème… faut voir un psy,None
"@dolceanimas Non.
L exquise eau, c'est qui a trop d eau dans le liquide encéphalique. Et comme c'est conducteur, mé… https://t.co/uwYgEHFDw4",None
@DorianGio @Apolline_guer gros a tout moment c un schtroumpf,Hate_Speech
"@douce0folie quand un truc pareil arrive on a envie de le revivre, c'est terrible de pas savoir ""quand"" ni si ça va… https://t.co/lNyF3Jer1w",None
"@doups62 @Tristzzer Ça marche, mes potes renoi avec qui j’y serai de chargeront de faire comprendre à quel point di… https://t.co/SMUHT4YcnU",None
@dr_l_aIexandre @elonmusk @GrablyR @GeWoessner @nbouzou @TeslaClubFrance @lemonde_science Le nez rouge n'est pas as… https://t.co/5evVa7oVQh,None
"@dr_l_alexandre @elonmusk @silvano_trotta Vous avez oublié une chose dans votre liste, c'est de prime abord que vou… https://t.co/dcny9C6y7B",None
"@dr_l_alexandre @moderna_tx Complètement débile cette question, quel rapport entre une personne ayant eut un cancer et une personne saine ?.",None
@dr_l_alexandre @moderna_tx Les complotistes anti vaccins ARM préfèrent se faire vacciner plutôt que de mourir du p… https://t.co/ZeuEibMD8Z,None
@dr_l_alexandre @moderna_tx Ouais entre un vaccin qui tue et le gros bon sens et bien nous on sait encore se servir… https://t.co/PXMTBf2Gi0,None
@Dr_Madridistaa @docnono2000 @Dannnaooo31 @DZFOOTBALLDZ La répartie d'un type débile qui préfère un traître à la Na… https://t.co/NLSF9Fov1S,Hate_Speech
"@dragonduclos Ce type est un gamin attardé toxicomane, arrogant et capricieux à qui on a refilé un jouet depuis 201… https://t.co/sxzzArOFco",Bullying
@DreJoanneLiu @kimlouiselavoie Comment on fait pour être aussi CONNE ?!,Bullying
"@Drmartyufml @GregoryPamart Vous dites 99,99% vous pouvez me donner une preuves, un lien qui prouverait la véracité… https://t.co/ITO6XW26lr",None
"@DSI_Magazine @Ptit_loupiot 8 mois pour peut-être avancer de 5km sur un point du front, gros laminage, attention. O… https://t.co/SP0QAqNbk5",None
@dudule_e @lasource75006 Je t’adore toi tu donne des leçons de patriotisme avec un joueur du benfica en photo … t’e… https://t.co/WdnIsbSd7r,None
"@Ecanbab Bonjour Babeth, bon dimanche glacial, gros bisous 😘🙏🥶🥶",None
"@ECiotti Autorité, impunité, prison, fermeté,sanction sont des gros mots pour nos dirigeants donc rien ne pourra al… https://t.co/NYbatWgOYg",None
"@edasfr (Bon ceci fonctionne en supposant que ce sont pas des gros réacs, évidemment)",None
@el_beratoo @talioushlpb @ActuFoot_ @le_Parisien Petite pute,Sexism
@elasmoD246 Cc j’espère t’as bien dormi gros gros bisou 🥰😘,None
@elias__abs @Tokanim_FR En gros ils ont repris ça qui était dans le trailer pré anime https://t.co/kZGS96TAPF… https://t.co/6NarzAULOl,None
@ElieGJ C'est plus complexe que ça.. elle s'est fait fourré par un migrant volontairement 🙄 et comme le mec y'a pas… https://t.co/DiVw6NXbvJ,Hate_Speech
@Elisabeth_Borne janvier sera brulant pour la réforme des retraites ... J'etais meunier une retraite a 64/65 c'est… https://t.co/nUoAAOPTTn,None
"@ElisaBrasset @tcabarrus un gros truc debile d 'ecolo pour exister , sinon impossible de pouvoir le signifier",None
@ElisaRigesi avec Plaisair madame la pute,Sexism
"@EloiseCK31 @JKayabb Être féministe c’est un harcèlement. Je ne les ai pas entendus pour Hulot,Abad,Darmanin. Ni vous d’ailleurs.",Sexism
"@ElpisKuanos @Nain_Portekoi Voilà j’ai fait votre travail comme vous un gros paresseux 

https://t.co/vLuUfqIRyu",None
@ElsaMuff Pwaaaa y a de sacrés débile sur Twitter 🙄🙄,Bullying
"@ely_lereuf @ActuFoot_ Mais qu'est ce que tu racontes gros bouffon, ils sont tous français. Le plus gros problème d… https://t.co/CXzdUm3cRs",None
"@Emericdevigan @RauxJF Un gros 40% de ce qui reste en prod ⚛️ est en ARENH oui, mais dont une partie semble être re… https://t.co/vy6nchFL9u",None
@EmmanFernandes @Deputee_Obono @Portes_Thomas @ALeaument @jfcoulomme @MdM_France @MSF_france @Utopia_56… https://t.co/cUMdHcoDvd,Remove
"@EmmanuelMacron ""On"" pronom impersonnel !!!!
#Qatar2022 #FRAARG 
Si 3ème ⭐️= le COLLECTIF grâce à un seul homme… https://t.co/YbVeAE0p3I",None
"@EmmanuelMacron Espèce de bouffon, ou plutôt déjà de préserver ce pays, espèce de blaireau, au lieu de le détruire gros guignol",Hate_Speech
@EmmanuelMacron Il parlait pas anglais devant les gilets jaunes débile de 1ere classe,Bullying
"@EmmanuelMacron Jouer dans un cimetière de 6500 morts, ça te plaît, hein ? Et parler comme un gros beauf aussi. Ban… https://t.co/poqtNaID7d",None
@EmmanuelMacron Quand je pense que Benzema vous a fait un gros Doha...,None
@emxobrien Non j’ai pas un gros ventre pour autant de liquide,None
"@enagroom @MuneguuDD Non faut arrêter, j'ai pas de haine juste faut arrêter de le traiter de génie ou de dire que j… https://t.co/5N5DzgUmts",None
@encore1slupp Commence par le plus gros donc one piece,None
@EncoreMeetch Mdrrr j'crois que tt les rebeu renoi qui font la Mala sont des scammeur mtn,Racism
"@Enthoven_R On dit une vaccination que je n ai pas choisie, et, un vaccin que je n ai pas choisi de me faire inject… https://t.co/u25EMpAYER",None
"@eodhel @ZohraBitan Une légalisation du cannabis pour usage adulte. 80% de leurs revenus sont le canna, Ns sommes l… https://t.co/AIecVxOFrS",None
@Eramed76 @unDetunA @Xavier75 Non çà m'est arrivé plusieurs fois sur paris y'a quelques année en l'espace de quelqu… https://t.co/EPzDMBUiKV,None
@ErDevi10 puis après elles se plaignent que ces mecs là soient des gros charos,Hate_Speech
@EscargotBBR5766 T as perdu debile,Bullying
@etienne_ca @emre63s les bon gros bzez,Sexism
"@EtienneMarc @lalibrebe Ça s appelle une interview, débile. Qu’est ce que La Libre a à voir avec les propos tenus ?… https://t.co/XDzfOQ7Yn7",Bullying
@Etleau @henni_mo Jamais tu ferme ta guele espèce de gros fdp,Bullying
@ExcaliburneFr Ouai mais fin le problème c'est que tu pose cette question en sachant qu'il a bloqué du monde et qu'… https://t.co/8OUsnBneoX,None
@F_Desouche Je l aurais schlasser dans le dos ce fdp de migrant.,Hate_Speech
@F_Desouche Mais éclatez donc un verre sur le visage de ce nègre et de son ami le petit blanco compromis,Racism
"@F_Desouche Pas de bras pas de chocolat ..
Pas migrant pas de logement",None
@f_philippot Elle est où ta vérité ? Gros naze,Bullying
"@f_philippot habillé si gros pendant son discours:
»𝐅𝐫𝐢𝐞𝐫𝐞𝐧 au bureau, à la maison et dans les bâtiments publics. C… https://t.co/1z07CghYzw",None
@f_philippot Préparez vous une cellule alors vous n'êtes pas différent vous êtes tous pareil en politique vous répo… https://t.co/TQR7ZloCsx,None
@f3hddd @BoFaForDaSoFa Attention gros ya du shirk sur ce drapeau,None
@faafaapv Ouais c’est vraiment une conne par contre. Mais ce qui me choque le + c’est sa best friend la galsen qui ne lui dit rien 😭,Bullying
@fabiiyal1 Sans mais quel bo gros cul ça te bien claquer en levrette,Sexism
